dataset_id,dataset_label,model_id,term,beta,rate_ratio_per_unit
strong_monsoon_start,Strong monsoon starts,stationary,intercept,-1.8997481072921507,0.14960629921259844
strong_monsoon_start,Strong monsoon starts,history_resolution_baseline,intercept,-1.9426734714829952,0.14332027446700438
strong_monsoon_start,Strong monsoon starts,history_resolution_baseline,same_type_history_count,-0.06333459753612819,0.9386293580703599
strong_monsoon_start,Strong monsoon starts,history_resolution_baseline,cheng_log_resolution_scaled,-2.255140867203926,0.1048587715338988
strong_monsoon_start,Strong monsoon starts,baseline_lr04,intercept,-1.928394095564778,0.14538147988301534
strong_monsoon_start,Strong monsoon starts,baseline_lr04,same_type_history_count,-0.1700435884208027,0.8436280433807904
strong_monsoon_start,Strong monsoon starts,baseline_lr04,cheng_log_resolution_scaled,-2.6301263759860096,0.07206935382758496
strong_monsoon_start,Strong monsoon starts,baseline_lr04,lr04_scaled,1.6194375514660422,5.050249012441932
strong_monsoon_start,Strong monsoon starts,baseline_co2,intercept,-1.8850038783154601,0.15182847058958399
strong_monsoon_start,Strong monsoon starts,baseline_co2,same_type_history_count,-0.21674144133201098,0.8051381178338329
strong_monsoon_start,Strong monsoon starts,baseline_co2,cheng_log_resolution_scaled,-2.7517154961606245,0.06381828721999963
strong_monsoon_start,Strong monsoon starts,baseline_co2,co2_scaled,-1.656465973978638,0.1908121249600031
strong_monsoon_start,Strong monsoon starts,baseline_climate_lr04_co2,intercept,-1.9125667769007146,0.14770078466484612
strong_monsoon_start,Strong monsoon starts,baseline_climate_lr04_co2,same_type_history_count,-0.19264215991037165,0.8247770596361926
strong_monsoon_start,Strong monsoon starts,baseline_climate_lr04_co2,cheng_log_resolution_scaled,-2.6812572059048816,0.06847701031363676
strong_monsoon_start,Strong monsoon starts,baseline_climate_lr04_co2,lr04_scaled,1.2205319038823337,3.3889898711665305
strong_monsoon_start,Strong monsoon starts,baseline_climate_lr04_co2,co2_scaled,-0.532516356836607,0.5871256915152757
strong_monsoon_start,Strong monsoon starts,baseline_pre_phase,intercept,-1.933909585018653,0.14458183710173036
strong_monsoon_start,Strong monsoon starts,baseline_pre_phase,same_type_history_count,-0.17577132055580164,0.8388097799605351
strong_monsoon_start,Strong monsoon starts,baseline_pre_phase,cheng_log_resolution_scaled,-2.3042080272446217,0.09983783819950585
strong_monsoon_start,Strong monsoon starts,baseline_pre_phase,pre_phase_sin,0.20651552664367379,1.2293868223200024
strong_monsoon_start,Strong monsoon starts,baseline_pre_phase,pre_phase_cos,0.546813412826652,1.727738646710922
strong_monsoon_start,Strong monsoon starts,baseline_lr04_pre_phase,intercept,-1.9133615151176675,0.14758344783880492
strong_monsoon_start,Strong monsoon starts,baseline_lr04_pre_phase,same_type_history_count,-0.32478971657288175,0.7226793051460643
strong_monsoon_start,Strong monsoon starts,baseline_lr04_pre_phase,cheng_log_resolution_scaled,-2.800980747283226,0.06075045255748954
strong_monsoon_start,Strong monsoon starts,baseline_lr04_pre_phase,lr04_scaled,2.0398925855393277,7.689783160604681
