dataset_id,dataset_label,model_id,term,beta,rate_ratio_per_unit
strong_monsoon_start,Strong monsoon starts,stationary,intercept,-1.8997481072921507,0.14960629921259844
strong_monsoon_start,Strong monsoon starts,history_resolution_baseline,intercept,-1.9426734714829952,0.14332027446700438
strong_monsoon_start,Strong monsoon starts,history_resolution_baseline,same_type_history_count,-0.06333459753612819,0.9386293580703599
strong_monsoon_start,Strong monsoon starts,history_resolution_baseline,cheng_log_resolution_scaled,-2.255140867203926,0.1048587715338988
strong_monsoon_start,Strong monsoon starts,climate_state,intercept,-1.9125667769007146,0.14770078466484612
strong_monsoon_start,Strong monsoon starts,climate_state,same_type_history_count,-0.19264215991037165,0.8247770596361926
strong_monsoon_start,Strong monsoon starts,climate_state,cheng_log_resolution_scaled,-2.6812572059048816,0.06847701031363676
strong_monsoon_start,Strong monsoon starts,climate_state,lr04_scaled,1.2205319038823337,3.3889898711665305
strong_monsoon_start,Strong monsoon starts,climate_state,co2_scaled,-0.532516356836607,0.5871256915152757
strong_monsoon_start,Strong monsoon starts,extended_baseline,intercept,-1.892424796578027,0.1507059341963232
strong_monsoon_start,Strong monsoon starts,extended_baseline,same_type_history_count,-0.3591683619899871,0.6982567815534444
strong_monsoon_start,Strong monsoon starts,extended_baseline,cheng_log_resolution_scaled,-2.8817903263952247,0.05603435319637449
strong_monsoon_start,Strong monsoon starts,extended_baseline,lr04_scaled,1.456347071429274,4.290258859928835
strong_monsoon_start,Strong monsoon starts,extended_baseline,co2_scaled,-0.7984981013444344,0.45000431771371563
strong_monsoon_start,Strong monsoon starts,extended_baseline,pre_phase_sin,0.024448870416166703,1.0247501947167184
strong_monsoon_start,Strong monsoon starts,extended_baseline,pre_phase_cos,0.6960983213443704,2.0059109993744944
strong_monsoon_start,Strong monsoon starts,base_plus_AT,intercept,-1.8926088629698665,0.15067819685162165
strong_monsoon_start,Strong monsoon starts,base_plus_AT,same_type_history_count,-0.3594297331714995,0.6980743012020421
strong_monsoon_start,Strong monsoon starts,base_plus_AT,cheng_log_resolution_scaled,-2.887663164134361,0.055706236962003046
strong_monsoon_start,Strong monsoon starts,base_plus_AT,lr04_scaled,1.448860898058428,4.258261157906576
strong_monsoon_start,Strong monsoon starts,base_plus_AT,co2_scaled,-0.804744505553187,0.4472021696354438
strong_monsoon_start,Strong monsoon starts,base_plus_AT,pre_phase_sin,0.02622846001317499,1.0265754531265006
strong_monsoon_start,Strong monsoon starts,base_plus_AT,pre_phase_cos,0.6973366894508344,2.0083965943036177
strong_monsoon_start,Strong monsoon starts,base_plus_AT,AT_scaled,-0.02911954961178671,0.9713003389469134
strong_monsoon_start,Strong monsoon starts,base_plus_obl,intercept,-1.8917123339339725,0.15081334480315436
strong_monsoon_start,Strong monsoon starts,base_plus_obl,same_type_history_count,-0.36291888103806297,0.6956428610371587
strong_monsoon_start,Strong monsoon starts,base_plus_obl,cheng_log_resolution_scaled,-2.848064882603081,0.05795636480058724
strong_monsoon_start,Strong monsoon starts,base_plus_obl,lr04_scaled,1.5264623110318565,4.601868013857505
