dataset_id,dataset_label,model_id,model_label,terms,bin_width_ka,n_bins,n_events,n_parameters,converged,optimizer_message,log_likelihood,AIC,AICc,BIC,expected_events,max_fitted_rate_per_kyr,mean_fitted_rate_per_kyr,beta_intercept,beta_lr04_scaled,beta_co2_scaled,beta_pre_phase_sin,beta_pre_phase_cos,pre_phase_amplitude,pre_phase_preferred_rad,pre_phase_preferred_deg,pre_phase_rate_ratio_max_vs_min,delta_AICc,rank_AICc
weak_monsoon_start,Weak monsoon starts,lr04_pre_phase,LR04 + precession phase,lr04_scaled+pre_phase_sin+pre_phase_cos,0.2,3200,100,4,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-432.3149560666623,872.6299121333246,872.64243169514,896.9135364884759,100.00000002966051,0.488341892104037,0.15625000004634457,-2.002015978308625,1.8598349165058108,,-0.4496494004693833,-0.25465871699600395,0.5167549182006173,4.197080074772112,240.47497456289398,2.810914390828039,3.191667436075136,3.0
weak_monsoon_start,Weak monsoon starts,co2_only,CO2,co2_scaled,0.2,3200,100,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-436.6901796292563,877.3803592585126,877.3841127774366,889.5221714360882,100.000000036557,0.33879347850834096,0.1562500000571203,-1.9634077698441517,,-2.1993671002446713,,,,,,,7.9333485183717585,4.0
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2,LR04 + CO2,lr04_scaled+co2_scaled,0.2,3200,100,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-436.5155645176957,879.0311290353914,879.0386384221248,897.2438473017548,99.99998205484539,0.335837361420017,0.15624997196069593,-1.9655093619597217,0.4778653340762015,-1.7810966754389803,,,,,,,9.58787416305995,5.0
weak_monsoon_start,Weak monsoon starts,lr04_only,LR04,lr04_scaled,0.2,3200,100,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-438.7588753903894,881.5177507807788,881.5215042997028,893.6595629583544,100.00000604095482,0.33172902490954564,0.1562500094389919,-1.9379530816775,1.7753497963330254,,,,,,,,12.07074004063793,6.0
weak_monsoon_start,Weak monsoon starts,pre_phase,Precession phase,pre_phase_sin+pre_phase_cos,0.2,3200,100,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-441.04337661984033,888.0867532396807,888.0942626264141,906.2994715060441,99.99994307282158,0.2375213372503959,0.15624991105128372,-1.9169807563053542,,,-0.35147000950033086,-0.3261484589560766,0.4794830391761384,3.9643418858294703,227.14005860496232,2.608997579364884,18.643498367349252,7.0
weak_monsoon_start,Weak monsoon starts,stationary,Stationary,none,0.2,3200,100,1,True,analytic stationary MLE,-446.5735902799727,895.1471805599454,895.1484313416839,901.2180866487332,100.0,0.15625,0.15625,-1.8562979903656263,,,,,,,,,25.69766708261909,8.0
strong_monsoon_start,Strong monsoon starts,lr04_pre_phase,LR04 + precession phase,lr04_scaled+pre_phase_sin+pre_phase_cos,0.4,1600,96,4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-353.89183624038463,715.7836724807693,715.8087508506752,737.2947081136807,95.99999899409119,0.42967159797712273,0.14999999842826747,-2.027067731566215,1.6028603940000612,,0.10539329926103122,0.5666545153803443,0.5763723512886945,0.18389092610938382,10.536173956819768,3.1668731167529507,0.0,1.0
strong_monsoon_start,Strong monsoon starts,climate_lr04_co2_pre_phase,LR04 + CO2 + precession phase,lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.4,1600,96,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-353.8889143046484,717.7778286092968,717.8154697636255,744.6666231504362,96.00008641669673,0.4235121541657583,0.15000013502608867,-2.027314189327016,1.560510667098617,-0.057699748778415716,0.10633301286161542,0.5669240475610692,0.5768098346311841,0.1854071700069175,10.623048332860915,3.169645237805596,2.006718912950305,2.0
strong_monsoon_start,Strong monsoon starts,co2_pre_phase,CO2 + precession phase,co2_scaled+pre_phase_sin+pre_phase_cos,0.4,1600,96,4,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-355.97121226706395,719.9424245341279,719.9675029040338,741.4534601670393,95.99999308241877,0.36318690859698594,0.14999998919127933,-2.002570522070593,,-1.287743939979096,0.15079145870434701,0.5392464862515216,0.5599328861147532,0.2726689468038089,15.622779856135406,3.0644428423550547,4.158752053358626,3.0
strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,pre_phase_sin+pre_phase_cos,0.4,1600,96,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-359.42563446833134,724.8512689366627,724.8663065306476,740.9845456613463,95.99999595557145,0.2403331678876808,0.14999999368058037,-1.9637745803620148,,,0.19507938951457912,0.501463201085829,0.5380718448837734,0.3710054743240932,21.25704785501977,2.933345820417632,9.057555679972438,4.0
strong_monsoon_start,Strong monsoon starts,lr04_only,LR04,lr04_scaled,0.4,1600,96,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-361.40137674951757,726.8027534990351,726.8102675879519,737.5582713154909,95.99999707159154,0.27386728333978444,0.1499999954243618,-1.947504316568969,1.3933792569535537,,,,,,,,11.001516737276688,5.0
strong_monsoon_start,Strong monsoon starts,climate_lr04_co2,LR04 + CO2,lr04_scaled+co2_scaled,0.4,1600,96,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-361.4005218875907,728.8010437751814,728.8160813691663,744.934320499865,95.99999785162672,0.27639321012193196,0.14999999664316674,-1.947454843995862,1.4179180962895392,0.03283841940709172,,,,,,,13.00733051849113,6.0
strong_monsoon_start,Strong monsoon starts,co2_only,CO2,co2_scaled,0.4,1600,96,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-363.0797156489041,730.1594312978082,730.1669453867249,740.9149491142639,96.00000109012177,0.23380303567274385,0.15000000170331526,-1.9295934980424587,,-1.1721325544017922,,,,,,,14.358194536049723,7.0
strong_monsoon_start,Strong monsoon starts,stationary,Stationary,none,0.4,1600,96,1,True,analytic stationary MLE,-366.08742880896403,734.1748576179281,734.1773607468392,739.5526165261559,96.0,0.15,0.14999999999999997,-1.8971199848858813,,,,,,,,,18.368609896164003,8.0
weak_monsoon_start,Weak monsoon starts,co2_pre_phase,CO2 + precession phase,co2_scaled+pre_phase_sin+pre_phase_cos,0.4,1600,100,4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-361.47386196146954,730.9477239229391,730.972802292845,752.4587595558505,100.00000148476038,0.5185805173905967,0.1562500023199381,-2.023326664441823,,-2.1621560973395826,-0.419629445606823,-0.2795132028837599,0.5041988716832154,4.124782040345416,236.33260232315277,2.741205379985548,0.0,1.0
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,LR04 + CO2 + precession phase,lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.4,1600,100,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-361.1900440212024,732.3800880424049,732.4177291967336,759.2688825835442,100.0000018993475,0.5085290736192655,0.15625000296773045,-2.0239724601929168,0.6427891693818816,-1.5894745135369683,-0.43153045758364217,-0.2651754978825324,0.5064944032263303,4.1613758287977305,238.42927195786498,2.7538193604511148,1.444926903888586,2.0
weak_monsoon_start,Weak monsoon starts,lr04_pre_phase,LR04 + precession phase,lr04_scaled+pre_phase_sin+pre_phase_cos,0.4,1600,100,4,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-362.8250104394225,733.650020878845,733.6750992487509,755.1610565117564,99.99997152771667,0.4876479098788308,0.15624995551205725,-2.003829608984827,1.8688237453868108,,-0.455594001856956,-0.25768991740550085,0.5234214249154211,4.197637849066634,240.506932675891,2.8486433113338276,2.702296955905922,3.0
weak_monsoon_start,Weak monsoon starts,co2_only,CO2,co2_scaled,0.4,1600,100,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-367.6163019893522,739.2326039787044,739.2401180676212,749.9881217951602,100.00000086688264,0.33504111580144375,0.1562500013545041,-1.9605697461635079,,-2.133700392269979,,,,,,,8.267315774776193,4.0
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2,LR04 + CO2,lr04_scaled+co2_scaled,0.4,1600,100,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-367.38748466255754,740.7749693251151,740.7900069191,756.9082460497987,99.99999791387377,0.33206276828036035,0.15624999674042778,-1.9632918271767803,0.5470823933161867,-1.6648718732862333,,,,,,,9.817204626255034,5.0
weak_monsoon_start,Weak monsoon starts,lr04_only,LR04,lr04_scaled,0.4,1600,100,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-369.4294578182934,742.8589156365867,742.8664297255035,753.6144334530425,99.99999558987165,0.33188459657086306,0.15624999310917445,-1.93811794756713,1.783712059026448,,,,,,,,11.89362743265849,6.0
weak_monsoon_start,Weak monsoon starts,pre_phase,Precession phase,pre_phase_sin+pre_phase_cos,0.4,1600,100,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-371.58026846430397,749.1605369286079,749.1755745225929,765.2938136532915,99.99999144187346,0.23873009994836744,0.1562499866279273,-1.91859530132568,,,-0.3577155373783648,-0.32924897847356616,0.4861741411344079,3.9684053027278003,227.37287524363876,2.644146376630358,18.202772229747893,7.0
weak_monsoon_start,Weak monsoon starts,stationary,Stationary,none,0.4,1600,100,1,True,analytic stationary MLE,-377.25887222397796,756.5177444479559,756.5202475768671,761.8955033561838,100.0,0.15625,0.15625,-1.8562979903656263,,,,,,,,,25.547445284022047,8.0
strong_monsoon_start,Strong monsoon starts,lr04_pre_phase,LR04 + precession phase,lr04_scaled+pre_phase_sin+pre_phase_cos,0.6,1067,96,4,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-314.82435443757265,637.6487088751453,637.6863736585728,657.5391338803523,95.999995325506,0.43285774877086985,0.15002290524030848,-2.02852822334891,1.594252817482801,,0.11272572992153229,0.5677058640213538,0.5787892865547652,0.1960140419022062,11.230777326296886,3.182218430139888,0.0,1.0
strong_monsoon_start,Strong monsoon starts,climate_lr04_co2_pre_phase,LR04 + CO2 + precession phase,lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.6,1067,96,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-314.78818423969574,639.5763684793915,639.6329189035197,664.4393997359002,96.00000653875338,0.4165189344125421,0.15002290818539712,-2.0296384015522264,1.445409419790408,-0.2080558394875794,0.11601344738229072,0.5684092365137158,0.5801277274252876,0.20133663660233989,11.535739538673246,3.1907482641364693,1.946545244946833,2.0
strong_monsoon_start,Strong monsoon starts,co2_pre_phase,CO2 + precession phase,co2_scaled+pre_phase_sin+pre_phase_cos,0.6,1067,96,4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-316.58399455878896,641.1679891175779,641.2056539010055,661.0584141227849,95.99999651773405,0.37225650753216205,0.1500073866164904,-2.0077480881216214,,-1.3831974928084225,0.15679568035599942,0.5411201106858262,0.5633789662091953,0.28203724851808937,16.159544005568854,3.08563642420027,3.5192802424326146,3.0
strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,pre_phase_sin+pre_phase_cos,0.6,1067,96,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-320.4180199532218,646.8360399064436,646.8586175169798,661.7538586603489,95.99999627553792,0.24095632341208656,0.14998767958803408,-1.964680793065811,,,0.20312205958045174,0.5020271289185829,0.5415623779939298,0.3844688170279275,22.028440570087724,2.9538953471834333,9.172243858407,4.0
strong_monsoon_start,Strong monsoon starts,lr04_only,LR04,lr04_scaled,0.6,1067,96,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-322.39689189681746,648.7937837936349,648.8050619891236,658.7389962962384,96.00000511238123,0.2752800884690809,0.15003376316475772,-1.9481918393266435,1.3892854402676755,,,,,,,,11.118688330550754,5.0
strong_monsoon_start,Strong monsoon starts,climate_lr04_co2,LR04 + CO2,lr04_scaled+co2_scaled,0.6,1067,96,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-322.38262065219385,650.7652413043877,650.787818914924,665.683060058293,95.99999564953983,0.27005666911752896,0.15003388226127135,-1.9485758709042105,1.2891508212102412,-0.13750893510122023,,,,,,,13.101445256351099,6.0
strong_monsoon_start,Strong monsoon starts,co2_only,CO2,co2_scaled,0.6,1067,96,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-323.7782441001399,651.5564882002798,651.5677663957684,661.5017007028832,96.00000406921168,0.2401246451479688,0.15002142984159336,-1.9336590623861207,,-1.2670137516844686,,,,,,,13.881392737195597,7.0
strong_monsoon_start,Strong monsoon starts,stationary,Stationary,none,0.6,1067,96,1,True,analytic stationary MLE,-327.1627784305797,656.3255568611594,656.3293127297039,661.2981631124611,96.0,0.15,0.15,-1.8971199848858813,,,,,,,,,18.64293907113108,8.0
weak_monsoon_start,Weak monsoon starts,co2_pre_phase,CO2 + precession phase,co2_scaled+pre_phase_sin+pre_phase_cos,0.6,1067,100,4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-321.6541898488178,651.3083796976356,651.3460444810631,671.1988047028426,99.99999775492718,0.5171829149605904,0.15633146920360053,-2.022833703574389,,-2.2081139424824254,-0.4099446625631561,-0.2817895619690338,0.4974534989310256,4.1101801426260955,235.49597521095401,2.7044728078299065,0.0,1.0
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,LR04 + CO2 + precession phase,lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.6,1067,100,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-321.4259394275343,652.8518788550685,652.9084292791968,677.7149101115773,99.99987701668582,0.5077744331168267,0.15634257815514835,-2.0231263120896923,0.5717823190616317,-1.6842969699168138,-0.4207890972532768,-0.2686521966381716,0.49923688478090483,4.144177183158834,237.4438621494151,2.7141362683376067,1.5623847981336212,2.0
weak_monsoon_start,Weak monsoon starts,lr04_pre_phase,LR04 + precession phase,lr04_scaled+pre_phase_sin+pre_phase_cos,0.6,1067,100,4,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-323.19302372107245,654.3860474421449,654.4237122255724,674.2764724473519,99.99998198317573,0.48134674112148157,0.15634824650910137,-2.0013808561923154,1.8374374990737974,,-0.4461578526016267,-0.25984161075841156,0.5163085241593641,4.185012397284608,239.783547574335,2.8084059598742095,3.077667744509313,3.0
weak_monsoon_start,Weak monsoon starts,co2_only,CO2,co2_scaled,0.6,1067,100,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-327.6383549009538,659.2767098019076,659.2879879973963,669.221922304511,100.00000016453208,0.33704781314784127,0.15629072323595372,-1.9618615484307613,,-2.18472227744956,,,,,,,7.94194351633314,4.0
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2,LR04 + CO2,lr04_scaled+co2_scaled,0.6,1067,100,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-327.45285167842485,660.9057033568497,660.928280967386,675.823522110755,99.99998127475217,0.3341877786380881,0.15629680173682958,-1.9640578558000201,0.4888710899632675,-1.753156870093069,,,,,,,9.582236486322813,5.0
weak_monsoon_start,Weak monsoon starts,lr04_only,LR04,lr04_scaled,0.6,1067,100,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-329.6249775220979,663.2499550441958,663.2612332396844,673.1951675467992,99.9999970158936,0.3312579651085611,0.15629654519578387,-1.9373480961595846,1.7570974045834566,,,,,,,,11.915188758621298,6.0
weak_monsoon_start,Weak monsoon starts,pre_phase,Precession phase,pre_phase_sin+pre_phase_cos,0.6,1067,100,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-331.85197355333105,669.7039471066621,669.7265247171983,684.6217658605674,99.99988770475913,0.23770235492161795,0.1562675206849085,-1.9172709473990677,,,-0.3482697926342877,-0.33109223430955004,0.48053503106601886,3.9522702679689283,226.4484058496585,2.6144926466924603,18.380480236135213,7.0
weak_monsoon_start,Weak monsoon starts,stationary,Stationary,none,0.6,1067,100,1,True,analytic stationary MLE,-337.40550859372104,676.8110171874421,676.8147730559866,681.7836234387438,100.0,0.15625,0.15625,-1.8562979903656263,,,,,,,,,25.46872857492349,8.0
strong_monsoon_start,Strong monsoon starts,lr04_pre_phase,LR04 + precession phase,lr04_scaled+pre_phase_sin+pre_phase_cos,0.8,800,96,4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-288.00934247425585,584.0186849485117,584.0689994139206,602.7571318591833,96.00000423932211,0.430561926180115,0.15000000662394083,-2.0274530098004133,1.600259969748059,,0.10296447639303588,0.5657999792290693,0.5750924272623552,0.18001047093391245,10.313840252675561,3.1587767699019706,0.0,1.0
strong_monsoon_start,Strong monsoon starts,climate_lr04_co2_pre_phase,LR04 + CO2 + precession phase,lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.8,800,96,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-287.9943732692792,585.9887465385584,586.0643132891881,609.411805176898,95.9999850475275,0.42162884116695815,0.14999997663676173,-2.028095315142146,1.5045036719275529,-0.12656733884162427,0.10508685134172464,0.566317633033633,0.5759851628381883,0.18347480417683704,10.51233192632201,3.164421712640761,1.995313875267584,2.0
strong_monsoon_start,Strong monsoon starts,co2_pre_phase,CO2 + precession phase,co2_scaled+pre_phase_sin+pre_phase_cos,0.8,800,96,4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-289.9384963903388,587.8769927806776,587.9273072460865,606.6154396913493,95.99999662417338,0.36714934737892163,0.14999999472527092,-2.00477821524863,,-1.2822779321427906,0.1479483617551147,0.5388491743202869,0.5587907930627323,0.26796043527425806,15.353002017703457,3.057451072889211,3.858307832165906,3.0
strong_monsoon_start,Strong monsoon starts,pre_phase,Precession phase,pre_phase_sin+pre_phase_cos,0.8,800,96,3,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-293.61045615130735,593.2209123026147,593.2510630563835,607.2747474856185,95.99999597704871,0.24008082404320139,0.1499999937141386,-1.963405554919696,,,0.19358589079385807,0.50049668773955,0.5366306286010073,0.3690647080696145,21.145850139616726,2.924902822930009,9.182063642462936,4.0
strong_monsoon_start,Strong monsoon starts,lr04_only,LR04,lr04_scaled,0.8,800,96,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-295.4871818381005,594.974363676201,594.9894201379326,604.3435871315369,96.00000363465384,0.2749833468981026,0.15000000567914662,-1.948222900521456,1.3926315756747099,,,,,,,,10.920420724012047,5.0
strong_monsoon_start,Strong monsoon starts,climate_lr04_co2,LR04 + CO2,lr04_scaled+co2_scaled,0.8,800,96,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-295.48482655681664,596.9696531136333,596.9998038674021,611.0234882966371,95.99998543091041,0.2731925685051086,0.14999997723579753,-1.9483454942560818,1.3520152675038697,-0.05273020724482675,,,,,,,12.930804453481528,6.0
strong_monsoon_start,Strong monsoon starts,co2_only,CO2,co2_scaled,0.8,800,96,2,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-297.02018200518023,598.0403640103605,598.055420472092,607.4095874656963,96.00000543516086,0.2361339453949024,0.15000000849243883,-1.9319598241184721,,-1.1700866933901097,,,,,,,13.986421058171459,7.0
strong_monsoon_start,Strong monsoon starts,stationary,Stationary,none,0.8,800,96,1,True,analytic stationary MLE,-300.23844665576905,602.4768933115381,602.4819058428665,607.1615050392061,96.0,0.15,0.14999999999999997,-1.8971199848858813,,,,,,,,,18.412906428945917,8.0
weak_monsoon_start,Weak monsoon starts,co2_pre_phase,CO2 + precession phase,co2_scaled+pre_phase_sin+pre_phase_cos,0.8,800,100,4,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-293.50868493761493,595.0173698752299,595.0676843406387,613.7558167859015,99.99999899197539,0.5178734225903646,0.15624999842496157,-2.0236959801695575,,-2.0757252811963705,-0.4242816002441201,-0.28125830325840684,0.509039398728143,4.126995279819646,236.4594116040779,2.7678720098111635,0.0,1.0
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2_pre_phase,LR04 + CO2 + precession phase,lr04_scaled+co2_scaled+pre_phase_sin+pre_phase_cos,0.8,800,100,5,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-293.0785206008794,596.1570412017588,596.2326079523885,619.5800998400985,100.00000005524741,0.5015904316445168,0.1562500000863241,-2.0254599433286677,0.7837752472900217,-1.3981316895421878,-0.4396857401772549,-0.263924615227492,0.5128155152081499,4.171780243569046,239.0254010125649,2.7888547576011904,1.1649236117498276,2.0
weak_monsoon_start,Weak monsoon starts,lr04_pre_phase,LR04 + precession phase,lr04_scaled+pre_phase_sin+pre_phase_cos,0.8,800,100,4,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-294.4491407467021,596.8982814934042,596.948595958813,615.6367284040758,99.99998344203964,0.48908173457845067,0.15624997412818695,-2.0084518359429206,1.893044199605762,,-0.463048365400739,-0.25766145734454926,0.5299086858140875,4.204610222392857,240.90642024067316,2.885843904165517,1.8809116181743093,3.0
weak_monsoon_start,Weak monsoon starts,co2_only,CO2,co2_scaled,0.8,800,100,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-299.7670366691815,603.534073338363,603.5491298000945,612.9032967936988,99.99999865999732,0.33139873851470464,0.15624999790624583,-1.9598611741035128,,-2.0485416607147697,,,,,,,8.481445459455813,4.0
weak_monsoon_start,Weak monsoon starts,climate_lr04_co2,LR04 + CO2,lr04_scaled+co2_scaled,0.8,800,100,3,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,-299.4242978183964,604.8485956367928,604.8787463905616,618.9024308197966,99.99997528826988,0.32502581704133393,0.1562499613879217,-1.963817872938328,0.6626200921267146,-1.4970099317781387,,,,,,,9.811062049922839,5.0
weak_monsoon_start,Weak monsoon starts,lr04_only,LR04,lr04_scaled,0.8,800,100,2,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,-301.21166180189573,606.4233236037915,606.438380065523,615.7925470591273,99.99999791227557,0.3362726216245259,0.1562499967379306,-1.941243625252304,1.8042310112908357,,,,,,,,11.370695724884285,6.0
